real12,pred12,real3,pred3
21.0,18.869877,24.0,18.637379
18.0,19.674904,15.0,19.15714
20.0,19.000753,13.0,19.020168
14.0,17.505857,19.0,18.74458
14.0,16.829659,12.0,18.328339
12.0,15.2082615,16.0,16.22382
19.0,15.73131,16.0,18.456951
10.0,14.396139,18.0,18.159542
22.0,14.142277,18.0,18.185905
14.0,13.227383,21.0,17.529692
12.0,12.318186,18.0,16.345446
10.0,10.436361,20.0,16.035044
9.0,9.943983,14.0,14.4693775
11.0,9.659351,14.0,13.7608795
13.0,10.850813,12.0,12.863365
9.0,10.776892,19.0,12.435165
9.0,11.366362,10.0,12.779251
12.0,11.843922,22.0,13.425409
18.0,12.312098,14.0,12.187735
17.0,11.653181,12.0,12.651806
15.0,11.736044,10.0,8.937958
9.0,9.662836,9.0,9.070917
9.0,7.4341316,11.0,9.145821
9.0,7.8192177,13.0,8.861729
12.0,9.903778,9.0,10.42544
18.0,13.304342,9.0,11.388517
10.0,13.500097,12.0,10.781496
12.0,12.508625,18.0,11.564173
11.0,11.698441,17.0,11.496956
16.0,12.487972,15.0,10.366663
11.0,11.093615,9.0,8.294832
11.0,9.044466,9.0,8.458948
10.0,10.070641,9.0,9.522488
8.0,8.978121,12.0,10.299845
10.0,9.829254,18.0,10.152878
13.0,12.563292,10.0,10.866972
16.0,13.1576805,12.0,11.36521
10.0,10.060606,11.0,10.917231
8.0,9.107803,16.0,10.702951
6.0,8.023653,11.0,9.644802
8.0,8.439682,11.0,9.469778
6.0,8.711311,10.0,8.991154
11.0,8.644987,8.0,10.121531
9.0,8.917368,10.0,10.587204
9.0,9.541771,13.0,10.775934
17.0,10.476395,16.0,10.843229
16.0,10.939497,10.0,9.822292
15.0,10.108925,8.0,8.229675
8.0,9.837303,6.0,6.9797344
7.0,10.116215,8.0,8.779308
10.0,10.204491,6.0,8.71476
9.0,10.787897,11.0,9.0509815
11.0,11.718214,9.0,9.5084
13.0,12.534399,9.0,10.88526
4.0,11.219156,17.0,9.800673
8.0,10.919157,16.0,9.783199
19.0,10.380293,15.0,9.618301
6.0,8.960987,8.0,7.338335
5.0,8.19124,7.0,7.884594
7.0,8.981527,10.0,10.372801
9.0,8.375599,9.0,9.146187
14.0,9.347084,11.0,8.743414
20.0,10.592321,13.0,8.00569
7.0,11.772295,4.0,8.392946
9.0,12.003588,8.0,8.252804
13.0,11.558685,19.0,7.5006924
14.0,12.362242,6.0,7.5634136
20.0,13.277031,5.0,7.07835
10.0,12.749849,7.0,6.598154
12.0,13.370863,9.0,9.217369
12.0,13.595512,14.0,9.358101
16.0,13.508932,20.0,9.411156
20.0,13.607119,7.0,9.811419
14.0,13.2770405,9.0,9.932646
9.0,13.499947,13.0,11.491596
22.0,13.961864,14.0,14.336037
16.0,13.396704,20.0,12.98403
7.0,13.005173,10.0,12.47628
8.0,13.231609,12.0,12.71689
14.0,12.849136,12.0,14.003971
12.0,13.548441,16.0,15.73505
17.0,13.295942,20.0,15.2390995
13.0,14.022076,14.0,15.427195
12.0,14.74526,9.0,14.275072
43.0,18.755863,22.0,13.06332
47.0,26.009811,16.0,11.872757
26.0,27.207012,7.0,11.709936
28.0,23.899916,8.0,12.289619
22.0,22.97701,14.0,12.725916
23.0,23.102863,12.0,14.672926
25.0,22.97673,17.0,15.267683
21.0,23.423645,13.0,14.879269
25.0,22.348537,12.0,17.323788
25.0,21.913408,43.0,24.942066
20.0,21.815296,47.0,28.917616
21.0,21.059834,26.0,28.750734
27.0,24.3115,28.0,25.462757
24.0,24.948906,22.0,26.15561
27.0,26.322649,23.0,24.59383
25.0,25.80475,25.0,24.292427
22.0,25.672823,21.0,24.602005
21.0,24.121986,25.0,25.441835
16.0,22.950954,25.0,24.176443
27.0,20.700336,20.0,24.044292
25.0,21.137947,21.0,24.120886
20.0,20.762756,27.0,23.60957
20.0,20.279202,24.0,24.046875
17.0,20.094116,27.0,24.06015
20.0,19.54456,25.0,22.759586
27.0,18.714283,22.0,22.445156
15.0,17.824974,21.0,22.431984
17.0,16.72966,16.0,21.634289
18.0,17.351738,27.0,21.09874
18.0,17.630508,25.0,22.294432
18.0,17.877123,20.0,21.685278
26.0,19.525541,20.0,21.22031
9.0,20.24258,17.0,21.031511
16.0,19.931116,20.0,19.166042
23.0,19.970118,27.0,18.225323
15.0,20.836964,15.0,18.176441
29.0,21.361843,17.0,18.64349
16.0,22.81381,18.0,18.582253
23.0,23.835495,18.0,17.988632
23.0,23.146606,18.0,17.41956
25.0,23.821585,26.0,18.31533
24.0,23.937077,9.0,18.111195
14.0,24.352364,16.0,18.342428
20.0,23.61604,23.0,19.730135
13.0,20.483212,15.0,19.045822
16.0,19.813969,29.0,20.710533
15.0,20.101215,16.0,22.812933
14.0,17.94328,23.0,23.107153
12.0,16.568094,23.0,23.842592
12.0,15.3880825,25.0,22.465015
17.0,16.465393,24.0,20.601175
22.0,18.308367,14.0,18.838188
21.0,18.242962,20.0,18.076168
13.0,19.371956,13.0,17.637653
14.0,16.864553,16.0,16.257788
25.0,17.679062,15.0,15.666193
23.0,17.422194,14.0,14.564465
12.0,17.491913,12.0,14.744934
16.0,17.443905,12.0,14.746214
18.0,17.579426,17.0,15.305742
11.0,18.019312,22.0,16.584858
15.0,17.812151,21.0,17.78755
18.0,17.851158,13.0,15.973309
12.0,17.256907,14.0,15.412626
13.0,17.372326,25.0,16.244106
20.0,16.324697,23.0,14.9773445
15.0,17.170135,12.0,14.982325
14.0,18.396593,16.0,14.131969
17.0,18.570108,18.0,14.125938
18.0,17.726078,11.0,14.085287
19.0,18.859333,15.0,14.377914
19.0,19.912094,18.0,12.890579
17.0,19.74592,12.0,14.180101
25.0,20.610395,13.0,13.81229
22.0,20.572033,20.0,14.008123
18.0,20.11963,15.0,14.260555
27.0,20.514214,14.0,14.69359
24.0,20.917397,17.0,15.312603
16.0,20.20821,18.0,16.990292
17.0,19.01358,19.0,17.415907
18.0,20.097443,19.0,18.168736
23.0,20.77919,17.0,18.644485
27.0,21.355938,25.0,18.879814
21.0,21.693596,22.0,17.880852
20.0,21.938976,18.0,17.572758
21.0,23.546782,27.0,16.87746
22.0,24.012627,24.0,16.815489
25.0,24.818134,16.0,17.849747
24.0,25.5837,17.0,18.02128
20.0,24.946743,18.0,18.516893
12.0,25.117897,23.0,19.968636
27.0,24.532328,27.0,21.861677
25.0,23.772278,21.0,20.892872
23.0,23.233135,20.0,20.510706
19.0,22.132286,21.0,21.740978
21.0,20.695297,22.0,25.215572
20.0,20.468246,25.0,24.922962
21.0,20.572258,24.0,24.351662
13.0,20.123764,20.0,23.797428
17.0,17.530945,12.0,23.25423
19.0,16.521679,27.0,23.736221
15.0,16.565105,25.0,23.720308
23.0,16.268984,23.0,22.20782
21.0,17.725105,19.0,20.80572
26.0,16.830996,21.0,19.235344
16.0,17.597767,20.0,19.144112
12.0,16.96833,21.0,19.276722
12.0,16.557072,13.0,17.771778
18.0,16.910746,17.0,17.792881
14.0,16.87302,19.0,17.085064
15.0,15.787167,15.0,17.814924
8.0,15.495026,23.0,17.76205
16.0,14.492666,21.0,16.123554
14.0,12.543615,26.0,14.694914
9.0,11.414703,16.0,12.548599
8.0,10.273613,12.0,11.799875
9.0,10.017559,12.0,11.854765
15.0,9.484486,18.0,12.325132
12.0,10.334034,14.0,12.154795
10.0,14.630226,15.0,13.201199
8.0,12.700918,8.0,14.179756
11.0,12.17378,16.0,13.390242
10.0,11.735058,14.0,12.112961
9.0,10.664352,9.0,10.7097435
14.0,11.961788,8.0,8.927731
13.0,12.223541,9.0,8.747395
15.0,13.294073,15.0,9.647867
12.0,14.264074,12.0,10.50915
19.0,16.434858,10.0,10.773428
16.0,16.247293,8.0,8.946463
18.0,15.882423,11.0,9.74404
12.0,14.12805,10.0,11.259785
13.0,13.778912,9.0,11.785631
11.0,15.5951,14.0,11.564634
12.0,15.83046,13.0,11.421194
23.0,15.750475,15.0,12.292292
15.0,15.301243,12.0,11.976988
15.0,15.178822,19.0,12.766182
17.0,15.567987,16.0,13.709629
11.0,14.5079365,18.0,13.521391
20.0,14.244425,12.0,14.03717
12.0,13.688969,13.0,14.123337
10.0,12.98797,11.0,12.803965
9.0,10.5938015,12.0,12.503969
7.0,10.22908,23.0,11.656668
5.0,9.386442,15.0,12.313595
9.0,9.010317,15.0,12.538731
8.0,9.160238,17.0,12.741386
10.0,9.704355,11.0,14.307884
8.0,9.528324,20.0,13.595207
8.0,9.283039,12.0,12.672371
8.0,8.271355,10.0,11.026539
10.0,9.006405,9.0,9.899443
8.0,8.795731,7.0,8.63245
11.0,9.046108,5.0,7.60071
7.0,9.246466,9.0,7.0754833
11.0,9.77334,8.0,7.232916
11.0,9.834143,10.0,6.6267834
9.0,9.736837,8.0,6.105259
8.0,9.080465,8.0,6.069746
8.0,8.63051,8.0,7.1361027
9.0,8.873161,10.0,7.9490433
9.0,8.689537,8.0,7.5692596
10.0,9.344099,11.0,7.987669
15.0,10.272854,7.0,8.114084
8.0,11.26202,11.0,8.435741
12.0,11.942434,11.0,8.380184
15.0,12.277533,9.0,8.234697
13.0,12.449146,8.0,8.327173
12.0,12.241056,8.0,8.391781
12.0,11.921236,9.0,8.636663
15.0,10.912052,9.0,9.0108185
14.0,10.603451,10.0,9.805286
9.0,10.7058735,15.0,10.331245
9.0,10.599976,8.0,11.258154
9.0,10.519777,12.0,11.750816
10.0,10.874672,15.0,12.358824
7.0,9.514744,13.0,12.638668
10.0,9.400909,12.0,12.064356
9.0,9.6045475,12.0,11.786137
5.0,9.799952,15.0,11.493364
18.0,13.942429,14.0,10.828318
24.0,21.020279,9.0,10.580696
28.0,25.567738,9.0,10.41884
36.0,26.129702,9.0,9.194883
28.0,26.296463,10.0,9.836397
20.0,23.812307,7.0,9.041849
23.0,23.38478,10.0,7.6652756
26.0,23.27648,9.0,8.485697
21.0,22.908361,5.0,14.274109
22.0,22.514187,18.0,22.871527
27.0,23.245968,24.0,24.98813
22.0,22.080414,28.0,23.805862
28.0,26.329243,36.0,23.985699
17.0,24.454771,28.0,21.715948
19.0,23.140404,20.0,23.8391
14.0,21.64053,23.0,24.498117
17.0,19.01549,26.0,25.090004
19.0,19.322842,21.0,22.153435
14.0,18.54663,22.0,21.52553
24.0,19.928486,27.0,22.608696
19.0,20.852509,22.0,23.218603
24.0,20.944386,28.0,23.261913
18.0,21.255316,17.0,22.44548
21.0,20.463709,19.0,22.643932
21.0,21.319574,14.0,22.324083
21.0,19.903362,17.0,22.014204
22.0,19.772743,19.0,21.4652
10.0,20.09003,14.0,20.98537
19.0,19.551147,24.0,22.450134
21.0,20.114391,19.0,22.716324
19.0,19.466461,24.0,21.37252
14.0,20.006927,18.0,23.348557
23.0,19.302238,21.0,23.015694
19.0,20.067194,21.0,22.881962
24.0,21.089428,21.0,21.336609
19.0,22.367842,22.0,20.879349
18.0,22.361786,10.0,20.850433
25.0,23.256577,19.0,20.73351
33.0,24.662941,21.0,20.499601
29.0,25.276653,19.0,18.355732
17.0,25.67276,14.0,18.965761
20.0,24.646118,23.0,19.616081
29.0,24.944946,19.0,20.226135
26.0,24.495705,24.0,19.863375
25.0,25.243496,19.0,21.977741
29.999998,25.317677,18.0,23.391544
26.0,24.96695,25.0,24.723055
30.999998,24.1148,33.0,25.130043
27.0,23.170376,29.0,24.896885
24.0,24.254864,17.0,26.504425
20.0,22.961994,20.0,27.382381
23.0,22.826176,29.0,26.751417
23.0,21.523014,26.0,26.213688
23.0,21.640797,25.0,24.905144
22.0,23.200634,29.999998,26.08685
20.0,22.993515,26.0,25.888422
24.0,23.3429,30.999998,25.50143
23.0,23.625374,27.0,25.070816
24.0,23.43478,24.0,24.675308
24.0,22.90258,20.0,23.01423
26.0,23.043907,23.0,22.483185
20.0,21.954737,23.0,22.620483
18.0,20.238903,23.0,22.362022
24.0,20.418455,22.0,22.864113
17.0,20.346199,20.0,23.245789
19.0,21.23028,24.0,23.58957
17.0,22.397614,23.0,24.00542
27.0,22.060337,24.0,23.690998
22.0,22.659935,24.0,24.150227
20.0,22.84525,26.0,23.944098
23.0,23.842134,20.0,23.684479
24.0,24.393047,18.0,23.53648
25.0,24.93677,24.0,23.226738
29.0,24.33179,17.0,22.691998
22.0,23.231892,19.0,22.147156
20.0,23.340263,17.0,22.660679
20.0,22.58416,27.0,22.30391
19.0,22.757263,22.0,22.014877
31.999998,21.928497,20.0,22.141356
33.0,22.903482,23.0,22.165901
21.0,23.194675,24.0,21.908398
24.0,22.556839,25.0,20.34665
16.0,22.702156,29.0,21.451778
21.0,22.880962,22.0,21.420883
23.0,23.573292,20.0,20.789608
23.0,23.514908,20.0,20.20716
40.0,23.856596,19.0,20.380108
24.0,24.279255,31.999998,20.109272
25.0,23.798672,33.0,21.58789
15.0,22.855907,21.0,22.095608
25.0,21.617237,24.0,21.529415
23.0,21.26533,16.0,21.378963
17.0,21.275047,21.0,21.96695
17.0,21.190022,23.0,22.954372
17.0,20.262115,23.0,23.872488
25.0,20.581095,40.0,24.097067
25.0,19.971222,24.0,23.431528
19.0,19.996056,25.0,23.359373
23.0,20.106337,15.0,24.27061
19.0,21.835789,25.0,24.347878
13.0,19.913624,23.0,22.92437
21.0,18.597473,17.0,22.709663
26.0,19.1182,17.0,21.418089
18.0,19.071217,17.0,21.751495
26.0,19.344147,25.0,22.82216
19.0,18.953066,25.0,23.098637
9.0,18.677643,19.0,23.337421
26.0,19.386658,23.0,22.207317
13.0,20.069447,19.0,21.257107
16.0,19.320848,13.0,20.152775
19.0,19.640442,21.0,20.041786
17.0,19.305988,26.0,19.786674
22.0,18.270317,18.0,18.70948
17.0,17.612125,26.0,19.332905
18.0,17.515903,19.0,18.4706
16.0,17.27404,9.0,17.392647
20.0,18.214102,26.0,16.260809
19.0,17.82299,13.0,16.58369
20.0,16.466518,16.0,15.461615
11.0,15.872318,19.0,17.850033
17.0,16.131817,17.0,18.449005
12.0,16.994244,22.0,17.69053
23.0,16.829676,17.0,17.79293
20.0,16.927227,18.0,16.89031
16.0,19.068207,16.0,17.345741
21.0,19.012484,20.0,17.038612
27.0,20.273247,19.0,16.436604
22.0,20.57731,20.0,17.09251
28.0,20.480936,11.0,16.195227
24.0,20.080944,17.0,17.002277
18.0,19.590158,12.0,17.407007
14.0,18.420797,23.0,18.938385
12.0,17.224094,20.0,19.821213
12.0,15.664959,16.0,20.108223
37.0,16.291025,21.0,20.528255
25.0,17.290638,27.0,20.847868
18.0,17.055683,22.0,20.751541
18.0,17.419868,28.0,20.46635
16.0,16.578247,24.0,19.450832
13.0,15.815458,18.0,16.516901
20.0,14.903397,14.0,14.375776
9.0,14.6976185,12.0,13.567198
13.0,13.043291,12.0,14.008728
9.0,13.55246,37.0,14.819698
15.0,14.0103,25.0,16.254637
13.0,12.83614,18.0,17.371044
11.0,12.964497,18.0,16.31486
10.0,13.620333,16.0,16.30708
8.0,10.49004,13.0,15.937201
7.0,9.66448,20.0,14.990839
10.0,9.441679,9.0,14.205074
6.0,9.055532,13.0,14.140833
6.0,8.585993,9.0,13.417109
8.0,8.408819,15.0,12.050152
7.0,8.279585,13.0,11.365118
9.0,8.306353,11.0,10.548775
8.0,8.222807,10.0,9.259451
12.0,8.324966,8.0,7.892376
12.0,8.924641,7.0,7.023258
7.0,9.388281,10.0,6.105076
7.0,10.128344,6.0,5.7353783
11.0,10.577797,6.0,6.1321106
10.0,10.992876,8.0,6.2691345
9.0,11.169462,7.0,6.6157722
9.0,10.819294,9.0,6.696455
10.0,10.567648,8.0,7.1911945
10.0,10.471907,12.0,7.772188
11.0,10.956512,12.0,8.264555
6.0,10.868288,7.0,8.158125
10.0,11.278059,7.0,8.192862
12.0,11.576214,11.0,8.483738
14.0,11.1056385,10.0,8.182785
9.0,11.138903,9.0,8.2667465
9.0,10.133173,9.0,7.9605465
5.0,9.228718,10.0,9.004679
11.0,9.221138,10.0,9.773855
10.0,9.17325,11.0,10.067442
11.0,9.67223,6.0,10.103413
6.0,10.097662,10.0,9.948317
5.0,11.586628,12.0,10.085594
7.0,12.75662,14.0,9.881199
27.0,20.391571,9.0,10.83053
39.0,27.04695,9.0,10.900478
23.0,26.58796,5.0,10.680498
18.0,24.180862,11.0,9.66412
29.999998,23.630577,10.0,8.836889
31.999998,23.463715,11.0,6.844694
27.0,24.989405,6.0,5.073242
22.0,24.726036,5.0,7.272278
28.0,24.514977,7.0,13.282576
22.0,24.029144,27.0,21.826847
20.0,24.928562,39.0,24.501225
29.0,24.667616,23.0,25.727982
24.0,26.64583,18.0,25.133293
36.0,26.07964,29.999998,27.052467
30.999998,25.42168,31.999998,29.180159
27.0,24.421135,27.0,23.411308
21.0,24.175508,22.0,23.684347
23.0,24.04256,28.0,23.252281
26.0,24.926638,22.0,23.919167
24.0,23.859146,20.0,22.854752
20.0,24.274107,29.0,24.622122
28.0,24.565609,24.0,26.376997
28.0,24.049511,36.0,25.73601
23.0,26.160057,30.999998,26.566002
26.0,26.12004,27.0,26.529375
29.0,26.495884,21.0,24.854988
25.0,24.146751,23.0,24.904263
19.0,22.619732,26.0,23.340315
10.0,22.211037,24.0,23.685667
20.0,22.065884,20.0,26.247515
24.0,23.994617,28.0,27.136808
25.0,24.38242,28.0,27.489407
22.0,23.216915,23.0,26.002993
27.0,24.339142,26.0,26.772194
30.999998,24.507,29.0,26.715359
20.0,23.725994,25.0,24.434814
21.0,24.460587,19.0,23.643402
25.0,25.083015,10.0,23.334526
24.0,23.514278,20.0,23.261993
20.0,21.19316,24.0,22.976353
20.0,21.649284,25.0,21.360077
21.0,22.808926,22.0,22.723309
22.0,21.59332,27.0,22.712704
21.0,21.642998,30.999998,22.788572
19.0,19.525627,20.0,24.246153
26.0,18.56549,21.0,24.76593
26.0,20.714188,25.0,23.336193
20.0,20.214737,24.0,21.728664
18.0,19.777702,20.0,20.341036
11.0,19.440037,20.0,20.800072
12.0,19.090782,21.0,20.817392
19.0,17.831575,22.0,22.177786
23.0,16.247587,21.0,22.822533
20.0,16.996033,19.0,22.88219
14.0,16.913847,26.0,22.438278
19.0,16.847496,26.0,21.88718
12.0,16.225899,20.0,20.805021
12.0,16.398138,18.0,20.893764
12.0,15.57682,11.0,19.038248
10.0,14.971003,12.0,18.366514
15.0,14.932098,19.0,18.061157
19.0,15.875811,23.0,16.425701
11.0,16.140833,20.0,16.450834
10.0,14.324345,14.0,15.54184
18.0,14.663797,19.0,13.5976715
23.0,17.587044,12.0,15.103239
19.0,17.461525,12.0,15.256603
15.0,17.664501,12.0,15.013382
18.0,17.078268,10.0,14.251081
16.0,17.705023,15.0,15.256895
20.0,17.196653,19.0,15.539343
16.0,16.510588,11.0,16.171562
14.0,15.995531,10.0,16.323572
9.0,16.472748,18.0,15.818169
16.0,16.955488,23.0,17.18702
18.0,16.932829,19.0,17.856367
22.0,19.927824,15.0,15.279488
14.0,19.106077,18.0,15.757025
19.0,20.322735,16.0,15.934177
19.0,20.424765,20.0,15.560543
18.0,21.042576,16.0,15.198326
18.0,19.52129,14.0,15.072258
20.0,19.57883,9.0,14.772715
18.0,18.90749,16.0,15.613718
18.0,18.877504,18.0,15.926313
19.0,19.472412,22.0,17.25227
16.0,18.974384,14.0,17.237345
13.0,17.68955,19.0,17.156109
37.0,18.951359,19.0,16.584063
43.0,20.27042,18.0,17.480549
44.0,21.809568,18.0,17.578012
27.0,23.38313,20.0,17.342072
23.0,23.793833,18.0,17.621237
25.0,23.873154,18.0,18.515991
23.0,24.216679,19.0,19.045464
36.0,23.152534,16.0,19.977697
20.0,22.370068,13.0,20.832705
17.0,21.677185,37.0,21.86811
11.0,19.970272,43.0,22.314543
33.0,19.278265,44.0,21.961235
9.0,15.274693,27.0,21.737263
12.0,11.637661,23.0,24.693516
12.0,9.2685585,25.0,26.088902
10.0,9.560192,23.0,25.853903
13.0,10.669439,36.0,22.795462
9.0,12.5630665,20.0,17.952604
12.0,12.592438,17.0,17.07354
11.0,10.8379135,11.0,14.788477
14.0,12.687658,33.0,17.039902
10.0,12.865074,9.0,14.873407
12.0,11.669199,12.0,12.067522
10.0,8.277115,12.0,8.932726
10.0,9.572695,10.0,11.467531
11.0,12.15711,13.0,14.375788
13.0,10.717777,9.0,12.729349
10.0,11.435619,12.0,10.660053
13.0,11.994831,11.0,10.579708
12.0,11.355438,14.0,10.202967
8.0,11.207434,10.0,9.661814
10.0,11.423212,12.0,9.529945
22.0,11.597549,10.0,7.9010963
16.0,11.189655,10.0,9.596191
13.0,11.5644245,11.0,10.17449
11.0,11.895796,13.0,10.801861
14.0,12.259653,10.0,11.0356655
12.0,13.400063,13.0,10.53846
10.0,13.654327,12.0,9.951836
13.0,12.627998,8.0,11.188446
26.0,12.765219,10.0,11.456301
14.0,13.214466,22.0,11.791893
11.0,12.278212,16.0,12.358791
13.0,13.211487,13.0,11.8468895
17.0,13.736633,11.0,9.991947
16.0,13.921661,14.0,10.673084
10.0,12.332285,12.0,11.930611
11.0,11.990353,10.0,11.176622
10.0,12.802574,13.0,11.755451
12.0,12.4402275,26.0,11.240498
12.0,13.135916,14.0,11.903833
15.0,12.452435,11.0,11.455606
9.0,11.994413,13.0,11.025095
14.0,11.958708,17.0,12.972734
11.0,9.548853,16.0,11.922461
10.0,9.202642,10.0,11.337185
7.0,9.062555,11.0,8.969719
10.0,8.569233,10.0,9.349064
8.0,7.9141026,12.0,11.450727
11.0,8.047007,12.0,11.260103
6.0,8.539146,15.0,11.101526
9.0,8.828938,9.0,10.305265
8.0,8.312353,14.0,10.059961
6.0,7.7793045,11.0,9.439583
6.0,7.264574,10.0,9.702187
8.0,6.957632,7.0,9.516638
8.0,6.7138424,10.0,9.241892
5.0,6.836828,8.0,9.110323
6.0,7.6654987,11.0,8.811247
7.0,8.269096,6.0,8.096954
10.0,8.89119,9.0,7.840109
10.0,9.185514,8.0,7.0273514
8.0,9.526327,6.0,6.8412266
6.0,9.629942,6.0,6.426695
9.0,9.829632,8.0,6.232788
7.0,9.4720745,8.0,6.4286633
9.0,9.494122,5.0,6.404869
11.0,10.251184,6.0,6.4169827
15.0,10.612772,7.0,6.693241
7.0,10.770727,10.0,7.3480835
10.0,11.173296,10.0,7.380993
10.0,12.018087,8.0,7.441328
13.0,13.2539215,6.0,7.233387
16.0,14.038715,9.0,8.037218
12.0,14.060125,7.0,9.291109
13.0,14.538895,9.0,9.835176
14.0,15.189772,11.0,9.242727
19.0,15.264225,15.0,9.04969
19.0,15.40593,7.0,9.410065
15.0,15.292929,10.0,9.651175
18.0,15.366583,10.0,9.56732
17.0,13.236219,13.0,12.131451
13.0,13.736811,16.0,11.236031
17.0,17.994946,12.0,11.228849
38.0,23.242466,13.0,12.228109
27.0,23.740974,14.0,12.740152
24.0,21.118185,19.0,14.353243
16.0,20.912006,19.0,15.557077
22.0,21.524067,15.0,15.79357
22.0,19.928638,18.0,15.547445
13.0,19.499763,17.0,15.38715
20.0,19.234024,13.0,16.183828
19.0,20.142832,17.0,19.77155
24.0,21.103706,38.0,22.608507
25.0,22.588371,27.0,24.452394
19.0,23.39036,24.0,21.043613
23.0,22.946575,16.0,23.242012
25.0,23.689909,22.0,23.08408
22.0,23.054207,22.0,21.883678
22.0,21.251846,13.0,19.453506
27.0,21.339748,20.0,19.72213
13.0,22.32639,19.0,20.499962
16.0,22.437447,24.0,20.247845
24.0,22.73872,25.0,21.194946
26.0,23.617504,19.0,21.257399
19.0,25.076803,23.0,21.170837
28.0,25.017597,25.0,22.708347
25.0,23.270292,22.0,22.287447
22.0,22.49998,22.0,21.979721
27.0,22.895302,27.0,22.179104
21.0,22.112259,13.0,22.519428
20.0,21.672283,16.0,22.870295
22.0,22.393888,24.0,22.47965
22.0,21.583038,26.0,24.544975
21.0,21.434345,19.0,24.494423
29.0,22.86348,28.0,24.905716
20.0,22.812016,25.0,25.222166
23.0,21.998447,22.0,23.344456
20.0,20.542686,27.0,23.30776
17.0,19.998594,21.0,22.377882
16.0,18.173855,20.0,20.556345
16.0,18.15783,22.0,20.768887
19.0,18.895214,22.0,22.648222
20.0,18.589943,21.0,23.089142
20.0,19.587486,29.0,23.482178
19.0,20.622433,20.0,23.046818
27.0,20.624847,23.0,21.630627
17.0,20.577642,20.0,19.9596
21.0,19.99061,17.0,19.076075
18.0,20.022099,16.0,18.019325
19.0,20.494808,16.0,17.775808
20.0,19.90686,19.0,18.285826
13.0,19.553627,20.0,19.348598
16.0,19.831133,20.0,20.398277
20.0,19.692923,19.0,20.755016
18.0,19.753895,27.0,20.778702
23.0,19.545528,17.0,20.774044
19.0,18.632042,21.0,19.298138
19.0,18.99093,18.0,17.943577
18.0,19.061579,19.0,16.234858
18.0,19.14962,20.0,16.057827
18.0,19.346584,13.0,17.823143
23.0,19.406788,16.0,18.094654
17.0,19.899439,20.0,18.376667
15.0,19.409557,18.0,18.521515
19.0,19.867723,23.0,18.566402
17.0,20.571213,19.0,18.653946
25.0,20.969284,19.0,18.943993
17.0,22.755182,18.0,20.28717
27.0,23.198137,18.0,20.564043
29.0,22.516432,18.0,20.337864
20.0,22.522095,23.0,21.12332
25.0,22.78757,17.0,20.981632
29.999998,22.384262,15.0,20.841925
18.0,22.197147,19.0,20.65123
12.0,21.98888,17.0,21.355453
20.0,20.232399,25.0,21.097994
20.0,20.737108,17.0,22.634083
13.0,20.502266,27.0,22.02874
24.0,21.512184,29.0,21.891146
28.0,21.928043,20.0,21.970402
20.0,22.33102,25.0,21.771103
20.0,21.337343,29.999998,22.799915
27.0,21.009415,18.0,21.670551
18.0,20.35051,12.0,21.48381
22.0,19.871086,20.0,21.335396
16.0,20.152328,20.0,20.119274
15.0,18.854427,13.0,18.282063
21.0,19.757355,24.0,19.58152
18.0,19.934937,28.0,19.847206
18.0,18.479923,20.0,21.089077
19.0,18.567493,20.0,20.039936
19.0,18.781467,27.0,20.046982
17.0,16.477314,18.0,19.085546
17.0,16.24638,22.0,19.33292
21.0,16.820656,16.0,19.909843
19.0,18.808735,15.0,18.242989
20.0,19.130682,21.0,17.758858
20.0,20.611185,18.0,18.320618
19.0,20.429878,18.0,18.772339
11.0,19.361477,19.0,18.605701
18.0,18.291298,19.0,18.763355
19.0,18.187328,17.0,18.809982
22.0,17.758482,17.0,18.75494
15.0,17.66662,21.0,18.68909
21.0,17.710045,19.0,18.92582
22.0,17.928585,20.0,19.088743
8.0,17.918655,20.0,18.76278
9.0,17.369648,19.0,18.758333
14.0,16.67245,11.0,18.02309
11.0,16.048805,18.0,17.46804
14.0,15.6791935,19.0,17.142406
12.0,15.218971,22.0,17.679684
20.0,15.019707,15.0,17.319477
25.0,15.818796,21.0,16.526844
15.0,15.698893,22.0,15.392761
15.0,14.0438175,8.0,15.835039
16.0,13.582426,9.0,14.303406
10.0,13.504316,14.0,13.1185665
6.0,11.164091,11.0,13.18602
17.0,11.206783,14.0,13.907167
12.0,14.350189,12.0,13.982864
16.0,14.191219,20.0,14.140253
12.0,13.936258,25.0,14.047361
20.0,13.578632,15.0,14.291931
17.0,14.782402,15.0,13.198042
11.0,11.059759,16.0,12.46752
11.0,10.307583,10.0,11.844442
12.0,10.135481,6.0,11.353607
7.0,12.401976,17.0,11.473646
17.0,12.567072,12.0,13.461292
16.0,13.935179,16.0,15.173235
17.0,14.860678,12.0,14.478724
14.0,15.101643,20.0,14.391903
17.0,16.38402,17.0,14.706432
21.0,16.473286,11.0,15.420794
17.0,16.920279,11.0,14.455715
16.0,16.425684,12.0,15.058239
14.0,15.037138,7.0,15.643204
13.0,13.801949,17.0,14.903059
9.0,14.848351,16.0,14.887892
14.0,14.859247,17.0,15.679716
14.0,14.75717,14.0,14.505175
12.0,15.55039,17.0,14.918457
13.0,15.771591,21.0,16.32924
12.0,14.768009,17.0,16.169086
14.0,14.011673,16.0,15.444422
15.0,13.475203,14.0,13.84181
